Name|Fatiguing|Concentration|Maintenance|Mental Contact|Prerequisites|Description|Try Again|Action|
Earth Shaping|Fatiguing|||||You can shape and move earth and stone. An Earth Shaping check can have one of the following effects:</p><p><b>Move Earth (Difficulty 10):</b> You move dirt (soil, clay, loam, sand), possibly collapsing embankments, moving hillocks, shifting sand dunes, and so forth. However, in no event can rock formations be collapsed or moved. The area to be affected determines the time required and the Difficulty. A 150-foot by 150-foot square (up to 10 feet deep), takes 10 minutes and is Difficulty 10. Each additional such square adds 10 minutes and +5 Difficulty.</p><p>Earth Shaping does not violently break the surface of the ground. Instead, it creates wavelike crests and troughs, with the earth reacting with glacier-like fluidity until the desired result is achieved. Trees, structures, rock formations, and such are mostly unaffected except for changes in elevation and topography. This effect cannot be used for tunneling and is too slow to trap or bury creatures unless they are helpless the entire time the earth is moved.</p><p><b>Soften Earth (Difficulty 10):</b> All natural, undressed earth or stone softens. Wet earth becomes thick mud, dry earth becomes loose sand or dirt, and stone becomes soft clay that is easily molded. You affect a 10-foot square area to a depth of 1 to 4 feet, depending on the Toughness or resilience of the ground at that spot. Each +5 increase in Difficulty affects another 10-foot square. Dressed or worked stone cannot be affected. Earth and stone creatures are not affected either.</p><p>A creature in mud must succeed on a Reflex save against your power or be caught helpless for one round. A creature that succeeds on its save can move through the mud at half speed. Loose dirt is not as troublesome, but all creatures in the area move at only half their normal speed and can't run or charge. Stone softened into clay does not hinder movement, but does allow characters to cut, shape, or excavate areas they may not have been able to affect before.</p><p>While this power does not affect dressed or worked stone, cavern ceilings or vertical surfaces such as cliff faces can be affected. Usually, this causes a moderate collapse or landslide as the loosened material peels away from the face of the wall or roof and falls.</p><p>A moderate amount of damage can be dealt to a structure by softening the ground beneath it, causing it to settle. However, most sturdy structures are only damaged by this, and not destroyed.</p><p><b>Stonecrafting (Difficulty 10):</b> You can mold stone into any shape you wish. You can affect 10 cubic feet of stone. Each additional cubic foot increases the Difficulty by 1 (so at Difficulty 30 you can affect 30 cubic feet). The Narrator may require a <a href="Skills.php?Name=Craft">Craft (sculpting or stonecutting)</a> check to achieve precise results. You perform <a href="Skills.php?Name=Craft">Craft</a> checks involving stone in minutes instead of the hours of normal <a href="Skills.php?Name=Craft">Craft</a> projects. A complex project, which normally takes 24 hours, would therefore take 24 minutes.</p><p><b>Earthquake (Difficulty 30):</b> An intense but highly localized tremor rips the ground. The shock knocks creatures down, collapses structures, opens cracks in the ground, and more. The effect lasts for 1 round, during which time creatures on the ground can't move or attack. An adept must make a <a href="Skills.php?Name=Concentration">Concentration</a> check (Difficulty 20) to use any powers that round. The earthquake affects all terrain, vegetation, structures, and creatures in an area with a radius of adept level times 10 feet. The specific effects depend on the nature of the terrain.</p><ul><li><i>Cave, Cavern, or Tunnel:</i> The roof collapses, inflicting +16 damage to any creature caught under the cave-in (Difficulty 15 Reflex save for half damage) and pinning them beneath the rubble.</li><li><i>Cliffs:</i> Cliffs crumble, creating a landslide that travels horizontally as far as it fell vertically. Any creature in its path suffers +16 damage (Difficulty 15 Reflex save for half damage) and is pinned beneath the rubble.</li><li><i>Open Ground:</i> Each creature standing in the area must make a Difficulty 15 Reflex save or fall down. Fissures open in the earth, and every creature on the ground has a 25 percent chance to fall into one (Difficulty 20 Reflex save to avoid a fissure). On the round after the quake, all fissures grind shut, crushing and killing any creatures trapped within them.</li><li><i>Structure:</i> Any wooden or masonry structure standing on open ground is destroyed. Heavier stone buildings are damaged. Anyone caught inside a collapsing structure takes +16 damage (Difficulty 15 Reflex save for half damage) and is pinned beneath the rubble.</li><li><i>River, Lake, or Marsh:</i> Fissures open underneath the water, draining it away from that area and forming muddy ground. Soggy marsh or swampland becomes quicksand for the duration of the spell, sucking down creatures and structures. Anyone in the area must make a Difficulty 15 Reflex save or sink down in the mud and quicksand. At the end of the round, the rest of the body of water rushes in to replace the drained water, possibly drowning those caught in the mud.</li><li><i>Pinned beneath Rubble:</i> Any creature pinned beneath rubble takes +2 non-lethal damage per minute. Unconscious characters make a Difficulty 15 Constitution check each minute to avoid +2 lethal damage.</li></ul>||Move Earth takes from 10 minutes or more, depending on the size of the area. Stonecrafting depends on the project in question. Soften Earth and Earthquake are standard actions. |
Elemental Aura|Fatiguing||||<a href="Powers.php?Name=Cold%20Shaping">Cold</a>, <a href="Powers.php?Name=Energy%20Shaping">Energy</a>, <a href="Powers.php?Name=Fire%20Shaping">Fire</a>, <a href="Powers.php?Name=Water%20Shaping">Water</a>, or <a href="Powers.php?Name=Wind%20Shaping">Wind Shaping</a>|As a standard action, you can surround your body with a damaging elemental aura, causing no harm to you or anything you are wearing or carrying. Anyone touching you while your elemental aura is active suffers +2 damage, with the type of damage determined by the element: cold (<a href="Powers.php?Name=Cold%20Shaping">Cold Shaping</a>), fire (<a href="Powers.php?Name=Fire%20Shaping">Fire Shaping</a>), acid (<a href="Powers.php?Name=Water%20Shaping">Water Shaping</a>), or electricity (<a href="Powers.php?Name=Energy%20Shaping">Energy</a> or <a href="Powers.php?Name=Wind%20Shaping">Wind Shaping</a>). Adepts trained in more than one Shaping power may choose the type of aura when activating it.</p><p>Elemental Aura lasts for a number of rounds equal to your power ranks.|
Elemental Blast|Fatiguing||||<a href="Powers.php?Name=Cold%20Shaping">Cold</a>, <a href="Powers.php?Name=Earth%20Shaping">Earth</a>, <a href="Powers.php?Name=Energy%20Shaping">Energy</a>, <a href="Powers.php?Name=Fire%20Shaping">Fire</a>, <a href="Powers.php?Name=Water%20Shaping">Water</a>, or <a href="Powers.php?Name=Wind%20Shaping">Wind Shaping</a>|You can strike a foe with a focused blast of elemental force. Your Elemental Blast is a normal ranged attack with a range increment of power ranks x 5 feet and a maximum range of ten increments (power ranks x 50 feet).</p><p>An Elemental Blast has a Toughness save Difficulty of 10 + power ranks. <a href="Powers.php?Name=Water%20Shaping">Water</a> and <a href="Powers.php?Name=Wind%20Shaping">Wind Shaping</a> strikes inflict non-lethal damage. If you have <a href="Powers.php?Name=Weather%20Shaping">Weather Shaping</a>, you can call lightning from storm clouds as an Elemental Blast. If you apply the <a href="Feats.php?Name=Widen%20Power">Widen Power feat</a> to an Elemental Blast, it affects all targets within a radius of power ranks x 2 feet from the target point. Targets of a Widened Elemental Blast can make a Reflex saving throw. If successful, the blast only inflicts half damage on that target.||Standard action.|
Elemental Resistance|||||<a href="Powers.php?Name=Cold%20Shaping">Cold</a>, <a href="Powers.php?Name=Earth%20Shaping">Earth</a>, <a href="Powers.php?Name=Energy%20Shaping">Energy</a>, <a href="Powers.php?Name=Fire%20Shaping">Fire</a>, <a href="Powers.php?Name=Water%20Shaping">Water</a>, or <a href="Powers.php?Name=Wind%20Shaping">Wind Shaping</a>|You can resist the effects of an element you're able to shape. Choose a Shaping power you possess. You have a bonus on all saving throws against harm from its element equal to your Power ranks -3, and suffer only non-lethal damage from the element so long as you are conscious and capable of exerting the minimum will required to resist the element's effects. <a href="Powers.php?Name=Water%20Shaping">Water Shaping</a> also grants Acid Resistance, and <a href="Powers.php?Name=Wind%20Shaping">Wind Shaping</a> also grants Electrical Resistance.</p><p>You may acquire this power multiple times. Each time, it affects a different element.|
Elemental Weapon|Fatiguing||||<a href="Powers.php?Name=Cold%20Shaping">Cold</a>, <a href="Powers.php?Name=Energy%20Shaping">Energy</a>, <a href="Powers.php?Name=Fire%20Shaping">Fire</a>, <a href="Powers.php?Name=Water%20Shaping">Water</a>, or <a href="Powers.php?Name=Wind%20Shaping">Wind Shaping</a>|As a standard action, you can imbue a melee weapon you wield with damaging elemental energy, without harming either the weapon or yourself. The weapon does +1 damage/5 ranks, in addition to its normal damage, with the type of damage determined by the element: cold (<a href="Powers.php?Name=Cold%20Shaping">Cold Shaping</a>), fire (<a href="Powers.php?Name=Fire%20Shaping">Fire Shaping</a>), acid (<a href="Powers.php?Name=Water%20Shaping">Water Shaping</a>), or electricity (<a href="Powers.php?Name=Energy%20Shaping">Energy</a> or <a href="Powers.php?Name=Wind%20Shaping">Wind Shaping</a>). Adepts trained in more than one Shaping power may choose the type of energy when activating this power.</p><p><i>Parry Blast:</i> If you have the feat <a href="Feats.php?Name=Deflect%20Arrows">Deflect Arrows</a>, you can use your Elemental Weapon to parry <a href="Powers.php?Name=Elemental%20Blast">Elemental Blasts</a> of the same energy type. Anyone using such a power against you must exceed your <a href="Combat.php#Parry">Parry</a> value in order to strike you.</p><p>Elemental Weapon lasts for a number of rounds equal to your power ranks.|
Energy Shaping|Fatiguing|||||You can shape and direct the flow of electromagnetic energy. You can direct electricity, drain power sources, and focus magnetism to affect metallic objects.</p><p><b>Direct Electricity:</b> You can direct electricity from a free-flowing power source in your line of sight, including mad science contraptions, giant electric eels or even storm clouds. The target makes a Reflex saving throw to avoid being struck. If the save fails, the target takes +2 damage, +1 point for every 5 points your power check exceeds Difficulty 15. So a check result of 32 inflicts +5 damage, for example.</p><p><b>Drain Power:</b> You can drain a power source of its energy. Unattended power sources are automatically drained, while creatures receive a Will saving throw for power sources in their possession. The power check and fatigue Difficulties are based on the size of the power source: 14 for something like a raygun or other hand-held device, 18 for a substantial mad scientist contraptions, and 22 for a any sort of room-sized generator or other crazy electrical thingamabob. Power-drained contraptions might just shut down, but more often begin to overheat and throw off sparks and whatnot prior to exploding. It's just the way these things work. You can also direct drained power as above, using drain power to fuel an electrical attack the following round.</p><p><b>Magnetism:</b> You can manipulate magnetic fields, allowing you to move metallic objects as if you were using the <a href="Powers.php?Name=Move%20Object">Move Object</a> power, with the same Difficulty and fatigue, based on the object's mass. You can also cause a number of (probably sharp and pointy) metallic objects to hurtle through the air, exactly like the "Volley of Arrows" use of the <a href="Feats.php?Name=Wind%20Finesse">Wind Finesse</a> feat. Like a Volley of Arrows, creating a Volley of Sharp Pointy Metallic Objects is a Difficulty 30, and targets all creatures within an area of twenty square feet per rank.</p><p><b>Special:</b> You can take 10 on Energy Shaping checks, but you can't take 20.||Directing electricity and magnetism are standard actions. Draining power is a full-round action. |
Enhance Ability|Fatiguing|||||You can improve your Strength or Dexterity for a single scene. A successful Enhance Ability check adds a bonus to either your Strength or Dexterity score for the rest of the current scene. The result of the check indicates the amount of the bonus. If desired, you can split a bonus of 2 or greater between Strength and Dexterity.<table width="200px"><th>Difficulty</th><th class="center">Bonus</th><tr class="odd-row"><td>15</td><td class="center">+1</td></tr><tr><td>20</td><td class="center">+2</td></tr><tr class="odd-row"><td>25</td><td class="center">+3</td></tr><tr><td>30</td><td class="center">+4</td></tr><tr class="odd-row"><td>35</td><td class="center">+5</td></tr></table||Enhance Ability is a standard action. You can take 20 on this check but it takes two minutes and automatically inflicts a <a href="PlayingConditions.php?Name=Fatigued">Fatigued</a> condition. |
Enhance Other|Fatiguing|||||This works like <a href="Powers.php?Name=Enhance%20Ability">Enhance Ability</a>, except you can enhance others' abilities by touch, and cannot enhance your own abilities with it.</p><p><b>Special:</b> The subject of this power must also make a Fortitude saving throw against fatigue (same Difficulty as the caster) when its duration runs out, to represent the strain placed on the subject's body.|||
Enhance Senses||||||You can enhance your normal sensory abilities. An Enhance Senses check adds a bonus to your <a href="Skills.php?Name=Notice">Notice</a>, <a href="Skills.php?Name=Search">Search</a>, and <a href="Skills.php?Name=Sense%20Motive">Sense Motive</a> checks until the end of the current scene. It also adds to skill checks made to find or follow tracks. The result of the check indicates the amount of the bonus.<table class="last-row" width="200px"><th>Difficulty</th><th class="center">Bonus</th><tr class="odd-row"><td>10</td><td class="center">+2</td></tr><tr><td>15</td class="center"><td class="center">+4</td></tr><tr class="odd-row"><td>20</td><td class="center">+6</td></tr><tr><td>25</td><td class="center">+8</td><tr  class="odd-row"><td>30</td><td class="center">+10</td></tr><tr><td>35</td><td class="center">+12</td></tr></table>||Enhance Senses is a move action. You can take 20 on this check but it takes two minutes and automatically inflicts a <a href="PlayingConditions.php?Name=Fatigued">Fatigued</a> condition. ||
Fire Shaping|Fatiguing|||||You can mentally start and control fires. You can make a Fire Shaping check to ignite a fire, to increase the size of an existing fire, or to create light but not heat.</p><p><b>Ignite Fire:</b> You can set any flammable object in your line of sight on fire as a standard action with a successful Fire Shaping check (Difficulty 15). Targets must make a Reflex saving throw (Difficulty 15) to avoid taking +2 fire damage. The target must save each round. A successful save means the fire goes out. You can reignite it with another standard action and successful Fire Shaping check. A character on fire can automatically extinguish the flames by dousing in water (or other flame-retardant material). Spending a full round rolling on the ground grants a +4 bonus on the Reflex saving throw. In addition to using it as an attack, you can use this power to light candles (up to a dozen candles in a 5-foot square with a single skill check), torches, hearth fires, and so forth. At the Narrator's discretion, lighting small fires, like candles, is not fatiguing.</p><p><b>Increase Fire:</b> You can increase the size and intensity of a fire. The Difficulty of the Fire Shaping check is 10 + 1 per square foot of increase. Every two square feet increase the fire's damage potential by +1. The fire maintains its increased size and damage as long as you concentrate, and it can even burn in the absence of fuel; smothering, however, still puts it out. While you maintain an increased flame, a victim does not get a Reflex saving throw to put the fire out (although it can still be extinguished by dousing with water), and the fire does additional damage based on your Fire Shaping check. So, an adept who makes a Difficulty 16 Fire Shaping check can spread a fire over an additional 6 square feet and it does +3 damage.</p><p><b>Light:</b> You can create a glowing spot of supernatural fire that sheds light but no heat, illuminating a 20-foot radius. This requires a move action and a Difficulty 5 Fire Shaping check. You can increase the radius of the illumination by increasing the Difficulty of the check; each +5 Difficulty increases the radius of the illumination by 10 feet. The point of light moves where you direct it within your line of sight, as a move action. Creating light is not fatiguing.||Igniting fires and increasing flames are standard actions. Creating or moving light is a move action. |
Flesh Shaping|Fatiguing|||||You can shape and mold flesh as if it were clay in your hands. The subject must be either willing or helpless for the entire duration of your work (and you can use Flesh Shaping on yourself). You make Flesh Shaping checks to alter a subject's physical features. You cannot change body mass or size, other than a few feet more or less in height by resizing the subject's bones. You can sculpt physical features largely at will. The Difficulty and time required for Flesh Shaping is shown in the table.</p><table width="100%"><th>Difficulty</th><th>Time</th><th>Task</th><tr class="odd-row"><td>15</td><td>1 min.</td><td>Alter facial features or other minor cosmetic features.</td></tr><tr><td>20</td><td>Rest of current scene</td><td>Alter extensive cosmetic features or overall shape.</td></tr><tr class="odd-row"><td>30</td><td>Between scenes only</td><td>Extensive alterations to shape, duplicating exact appearance.</td></tr></table><p>Treat your Flesh Shaping check result like a <a href="Skills.php?Name=Disguise">Disguise</a> check for purposes of determining if someone notices the change. Among other things, Flesh Shaping can provide alterations in eye, hair, and skin color, even creating tattoo-like patterns of pigmentation in the skin. It can greatly enhance or diminish physical appearance and attractiveness as well. Any alterations made with Flesh Shaping are permanent, unless reversed through this power or the <a href="Powers.php?Name=Cure">Cure</a> power, either of which must exceed the original check result.||See table.|
Ghost Touch|Fatiguing|||||You can use your power to combat usually untouchable beings. As a standard action, you can focus supernatural power to imbue yourself, or a weapon you wield, with the power to touch and affect <a href="CreaturesSubTypes.php?Name=Incorporeal">incorporeal</a> creatures as if they were solid.</p><p>Ghost Touch lasts for a number of rounds equal to your power ranks.|||
Harm|Fatiguing|||||You can inflict injury with a mere touch, disrupting the body's natural enegry and balance. You must touch the target as a standard action. Success means the target must make a Fortitude saving throw against your power save Difficulty, with failure per the <a href="CombatDamage.php">Damage Track</a> for lethal damage. So a failed save results in a <a href="PlayingConditions.php?Name=Hurt">hurt condition</a>, failure by 5 or more means the target is <a href="PlayingConditions.php?Name=Wounded">wounded</a>, and so forth. Because Harm requires a Fortitude save, armor and other bonuses to Toughness have no effect against it.||Harm is a standard action.|
Heart Reading||||||You can sense and read the emotions of others. A successful Heart Reading check allows you to determine the subject's emotional state. The target gets a Will save to resist. Use of this power is not immediately obvious. Whether you succeed or fail, the subject does not know you are reading his emotions.</p><p>If the target's save fails, you get a general idea of his emotions and mood (not precise thoughts). This grants you a bonus on the next interaction skill check you make against the subject this scene. The bonus is based on your Heart Reading check result.<table width="250px"><th>Result</th><th class="center">Interaction Bonus</th><tr class="odd-row"><td>Up to 4</td><td class="center">+1</td></tr><tr><td>5-14</td><td class="center">+2</td></tr><tr class="odd-row"><td>15-24</td><td class="center">+3</td></tr><tr><td>25-34</td><td class="center">+4</td></tr><tr class="odd-row"><td>35+</td><td class="center">+5</td></tr></table>|You can only use Heart Reading on a subject once during the same scene.|Heart Reading is a free action. The bonus until you make an interaction skill check against the target in this scene. |
Heart Shaping|Fatiguing||Concentration|||With this power, you can impose emotions on others. The target makes a Will saving throw. If the save fails, you can impose any one of the following emotional states on them:</p><p><b>Calm:</b> The target is drained of any intense emotions. The subject is calm and incapable of taking violent action (although it can defend itself) or doing anything else destructive. Any aggressive action or damage against the subject breaks the effect. This power dispels any other <a href="Powers.php?Name=Heart%20Shaping">Heart Shaping</a> effect, and immediately ends a use of the <a href="Feats.php?Name=Rage">Rage</a> feat.</p><p><b>Despair:</b> As a weight of ngative emotion floods them, the target suffers a -2 penalty on saving throws, attack rolls, checks, and damage. Despair dispels the effects of hope.</p><p><b>Fear:</b> The target flees from the object of its fear (chosen by you). Fear dispels the effects of rage. It also immediately ends a use of the <a href="Feats.php?Name=Rage">Rage feat</a>.</p><p><b>Friendship:</b> The target's attitude shifts to the next more positive attitude (hostile to unfriendly, unfriendly to indifferent, and so forth). See <a href="PlayingSocial.php">Social Actions</a>. Creatures involved in combat continue to fight back normally, however. Friendship dispels the effects of hatred.</p><p><b>Hatred:</b> The target's attitude shifts to the next more negative attitude (indifferent to unfriendly, unfriendly to hostile, and so forth). See <a href="PlayingSocial.php">Social Actions</a>. Hatred dispels the effects of friendship.</p><p><b>Hope:</b> The target gains a +2 bonus on saving throws, attack rolls, checks, and damage. Hope dispels the effects of despair.</p><p><b>Rage:</b> The target gains the effects of the <a href="Feats.php?Name=Rage">Rage feat</a> from Chapter 3. They are compelled to fight, heedless of danger. Rage does not stack with the <a href="Feats.php?Name=Rage">Rage feat</a> or with itself. Rage dispels the effects of fear.</p><p>All these effects last until the end of the current scene.||Heart Shaping is a standard action.|
Illusion|Fatiguing||Concentration|Mental Contact||You can fool the senses of others. Make an Illusion check with a Difficulty based on the complexity of the illusion, consulting the table. If successful, the illusion appears to the subject. The illusion exists solely in the subject's mind, so it can be of any size; creating the illusion of something small is just as easy as creating the illusion of something huge.</p><table class="last-row" width="600px"><th>Complexity</th><th class="center">Difficulty</th><tr class="odd-row"><td>Illusion affects a single sense</td><td class="center">10</td></tr><tr><td>Illusion affects two senses</td><td class="center">15</td></tr><tr class="odd-row"><td>Illusion affects all senses</td><td class="center">20</td></tr><tr><td>Simple (random noise, static image, and the like)</td><td class="center">+0</td></tr><tr class="odd-row"><td>Complex (coherent sound, moving images, and the like)</td><td class="center">+5</td></tr><tr><td>Very Complex (multiple overlapping sounds or images)</td><td class="center">+10</td></tr></table><p>Since the illusion isn't real, it cannot produce any real effects. It cannot cause damage, support weight, provide nutrition, illuminate darkness, or provide protection from the elements. Thus, characters fall through an illusory bridge or floor if they try to walk on it, and although they can appear to eat, and taste, illusory food, it has no nutritional value.</p><p>Characters encountering an illusion do not get a saving throw against it until they study it carefully or interact with it in some fashion. For example, if characters encounter a section of illusory floor, they would receive a saving throw if they stopped and examined the floor, poked at it, and so forth. Likewise, if an illusory monster attacks the characters, they get a saving throw because they are interacting with the illusion. A successful saving throw against an illusion reveals it to be false, but a translucent after-image remains. For example, a character making a successful saving throw against an illusory section of floor knows the floor isn't real and isn't safe to walk on, and can see what lies below it, but he can still note where the illusion is.</p><p>A failed Will saving throw means the character fails to notice anything is amiss. A character faced with incontrovertible proof that an illusion isn't real needs no saving throw. Someone who falls through an illusory floor knows something is amiss. A character who communicates this information to others gives them a +4 bonus on saving throws against the illusion.|No. You can attempt to affect the same character after some time has passed, but not in the same scene.|Illusion is a full-round action.|
Imbue Life|Fatiguing||||<a href="Powers.php?Name=Cure">Cure</a> rank 12|You can restore the dead to life! The subject cannot have been dead for longer than your power ranks in minutes, and you must make a Difficulty 25 power check, taking a minute of intense concentration. If the check succeeds, the subject's condition becomes unconscious and disabled (from which the subject may heal normally). An Imbue Life attempt is extra-fatiguing, with Difficulty 19 + half your power ranks (round down).|No.|One minute.|
Imbue Unlife|Fatiguing|||||You can lend animation to the dead, creating a mockery of life. Imbue Unlife may create two kinds of undead: mindless or intelligent.</p><p><b>Mindless:</b> You turn the bones or bodies of dead creatures into undead <a href="CreaturesTemplates.php?Name=Skeleton">skeletons</a> or <a href="CreaturesTemplates.php?Name=Zombie">zombies</a>, which obey your spoken commands. They remain animated until destroyed. A destroyed undead creature can't be imbued with unlife again.</p><p>A <a href="CreaturesTemplates.php?Name=Skeleton">skeleton</a> can be created only from a mostly intact corpse or <a href="CreaturesTemplates.php?Name=Skeleton">skeleton</a>. The corpse must have bones. If a <a href="CreaturesTemplates.php?Name=Skeleton">skeleton</a> is made from a corpse, the flesh falls from the bones when it is created. A <a href="CreaturesTemplates.php?Name=Zombie">zombie</a> can be created only from a mostly intact corpse. The corpse must be that of a creature with a true anatomy.</p><p>To determine how many undead you create, make a power check. A result of at least 10 allows you to create a number of undead equal to your power ranks, increasing by 5 for every 5 by which you exceed 10 (round down). You cannot create more undead than the nearby "corpse supply" (ew) will support.</p><p>The <a href="CreaturesTemplates.php?Name=Skeleton">skeletons</a> or <a href="CreaturesTemplates.php?Name=Zombie">zombies</a> you create remain under your control indefinitely. No matter how many times you use this power, however, you can control only two times your total power ranks in levels of mindless undead. If you exceed this, all newly created creatures fall under your control, and any excess from previous castings become uncontrolled. You choose which creatures are released from your control.</p><p><b>Intelligent:</b> You transform a corpse into an intelligent undead creature. Unlike the mindless undead, this creature is not under your control; although, you can use other means, including other powers, to command it. You can create a <a href="Creatures.php?Name=Crypt%20Wight">crypt wight</a> or <a href="Creatures.php?Name=Hopping%20Vampire">hopping vampire</a> using this power. Creating an intelligent undead creature has a Difficulty of 18.</p><p>If you fail an Imbue Unlife check to animate a corpse, that corpse is permanently immune to any further attempts by you to imbue it with unlife.||One minute.|
Immobilize|Fatiguing|||||You can cause creatures to freeze in place, compelling them to stay motionless. With a Difficulty 10 Immobilize check you can paralyze and freeze in place a creature you touch (requiring an attack roll if they are unwilling subjects). The target receives a Will save. If the save is failed, the victim is aware and breathes normally, but cannot take any actions, even speech. Each round on its turn, the victim may, as a full-round action, attempt a new saving throw to end the effect.
Light Shaping|Fatiguing|||||You can mentally control light. With a successful check, you can make your outline blurred and indistinct, or even become invisible.</p><p>You can create realistic three-dimensional images of light occupying up to a 10-foot cube. Each additional 10-foot cube that the image occupies increases the Difficulty by 5. Subjects seeing the image get a Will saving throw to realize it is not real if they have any reason to suspect it, such as the fact that the image makes no noise.</p><p>You can also create a point of light illuminating a 20-foot radius, which you can move at will anywhere in your line of sight as a move action. For each 10 feet you add to the radius of illumination, the Difficulty increases by 5. You can also reverser the effect and suppress light in a 20-foot radius in exactly the same fashion. All creatures in this radius gain concealment (20% miss chance). For each 10 feet you add to the radius of the darkness, the Difficulty increases by 5.</p><p>You can create light effects anywhere in your line of sight, and they last as long as you maintain them. Creating multiple effects at once (such as becoming invisible while also creating the illusion that you are elsewhere) counts as maintaining multiple powers.</p><table width="500px" class="last-row"><th>Task</th><th>Difficulty</th><tr class="odd-row"><td>Illuminate</td><td>5 (+5 per additional 10-foot radius)</td></tr><tr><td>Darkness</td><td>5 (+5 per additional 10-foot radius)</td></tr><tr class="odd-row"><td>Visual Illusion</td><td>10 (+5 per additional 10-foot cube)</td></tr><tr><td>Blur (20% miss chance)</td><td>15</td></tr><tr class="odd-row"><td>Blur (50% miss chance)</td><td>20</td></tr><tr><td>Invisibility</td><td>25</td></tr></table><p><b>Special:</b> The basic level of illuminate (Difficulty 5) is not fatiguing.||Light Shaping is a standard action. |
Manipulate Object|Fatiguing|Maintenance||||You can manipulate objects at a distance as if with a pair of invisible, intangible hands. To make use of an object with this power, make a power check and compare to this table to see if you can lift it.</p><table width="200px"><th class="center">Difficulty</th><th class="center">Mass</th><tr class="odd-row"><td class="center">10</td><td class="center">2 lb.</td></tr><tr><td class="center">15</td><td class="center">5 lb.</td></tr><tr class="odd-row"><td class="center">20</td><td class="center">10 lb.</td></tr></table><p>You cannot use an object heavier than 10 pounds with Manipulate Object.</p><p>You can use your normal <a href="Skills.php">skills</a> via Manipulate Object, but you are at a -4 penalty for having to operate remotely, and you can't perform tasks at all if you can't see your target, since your power has no sense of touch. You may reduce the penalty by 1 for every five points your Manipulate Object check exceeded 10.</p><p><b>Remotely Wielding Weapons:</b> An adept can wield a weapon using Manipulate Object. Picking up the weapon is a move action. Attacking with it is a standard action. <a href="CombatModifiers.php?Name=Concealment">Concealment</a> is determined by the attacker and defender's positions, not the weapon's, while <a href="CombatModifiers.php?Name=Cover">cover</a> is determined by the defender and weapon's positions. The attacker makes a normal <a href="Combat.php#AttackBonus">attack roll</a>, but with a -4 penalty for the difficulty in controlling the weapon from afar (modified by the power check as noted above), and adds his Intelligence score to the attack roll, rather than Dexterity. The weapon deals its normal damage with no modification for Strength (as if wielded by a Str 0 attacker).</p><p>A remotely wielded weapon can be struck normally by <a href="CombatActions.php?Name=Sunder">sunder</a> attacks. Attempts to <a href="CombatActions.php?Name=Disarm">disarm</a> the remote wielder by knocking the weapon out of his supernatural "grasp" are resolved against a Difficulty of the wielder's effective power bonus, if the wielder's Manipulate Object bonus is greater than his <a href="Combat.php#ManeuverBonus">Maneuver Difficulty</a>.||Manipulate Object is a move action. The power use lasts for one round per power rank. |
Metal Shaping|Fatiguing|||||You can shape, damage, and repair metal objects.</p><p><b>Keen Edge	(Difficulty 10):</b> This effect makes a weapon supernaturally keen, improving its ability to deal telling blows. This effect doubles the critical threat range of the weapon. A threat range of 20 becomes 19-20, a threat range of 19-20 becomes 17-20, and a threat range of 18-20 becomes 15-20. This effect can be cast only on piercing or slashing weapons with metal edges, and lasts until the end of the scene. Multiple effects that increase a weapon's threat range (such as the <a href="Feats.php?Name=Improved%20Critical">Improved Critical</a> feat) don't stack with this use of Metal Shaping.</p><p><b>Metalworking (Difficulty 10):</b> You can mold metal into any shape you wish. You can affect 1 cubic foot of metal. Each addition cubic foot increases the Difficulty by 1 (so at Difficulty 20, you can affect 20 cubic feet). The Narrator may require a <a href="Skills.php?Name=Craft">Craft (metalworking)</a> check to achieve precise results. YOu perform metalworking crafts in minutes instead of hte hours of normal Craft projects. A complex project, which normally takes 24 hours, would therefore take 24 minutes.</p><p><b>Corrode (Difficulty 15):</b> You can damage metal objects with a thought. A targeted metal object suffers damage equal to half your Metal Shaping ranks (rounded down) unless it succeeds on a Difficulty 15 Reflex save. Carried, worn or otherwise attended objects can use their possessor's saving throw, if it is better. Metallic creatures are not affected by this use of the power.</p><p><b>Mending (Difficulty 15):</b> You can repair damaged metal objects. This requires you to touch the object and make a Difficulty 15 Metal Shaping check. If you succeed, the object is restored to its full Toughness. You may also attempt to heal metallic creatures with this power. In this case you can treat your Metal Shaping power like the <a href="Powers.php?Name=Cure">Cure</a> power.</p><p><b>Implode Armor (Difficulty 30):</b> this use of Metal Shaping requires both concentration and maintenance. You can cause a suit of metal armor within your line of sight to begin slowly crumpling in on itself. The wearer suffers +2 damage on the first round, +4 damage on the second round, and +8 damage on each round after that until they are able to remove their armor, they have died, or until the caster discontinues this use of the power. This effect can be prevented with a successful Fortitude save.</p>||Metalworking depends on the project in question. Keen Edge, Mending and Corrode are standard actions. Implode Armor is a standard action that must be maintained each round that the effect continues to be active.|
